Timestamp,Open,High,Low,Close,Volume
2021-07-06,0.6522,0.6797,0.6506,0.6647,1054646447.1
2021-07-07,0.6646,0.6739,0.649,0.6516,868221424.6
2021-07-08,0.6515,0.6539,0.6107,0.6216,1199604843.2
2021-07-09,0.6215,0.6453,0.5911,0.6367,1266726151.6
2021-07-10,0.6366,0.649,0.6115,0.6247,852225921.3
2021-07-11,0.6247,0.6449,0.6166,0.6363,717737968.8
2021-07-12,0.6363,0.6571,0.6168,0.6285,1155672975.1
2021-07-13,0.6284,0.6437,0.6081,0.6192,1165375632.8
2021-07-14,0.6191,0.625,0.5845,0.6197,1302095139.1
2021-07-15,0.6197,0.6272,0.587,0.5978,1084884286.4
2021-07-16,0.5978,0.6195,0.5869,0.5894,1151717109.1
2021-07-17,0.5894,0.5975,0.5566,0.5819,967686339.2
2021-07-18,0.582,0.6016,0.5702,0.5866,788922255.4
2021-07-19,0.5865,0.5888,0.5525,0.5569,987835050.5
2021-07-20,0.557,0.5698,0.5151,0.5283,1410066745.8
2021-07-21,0.5282,0.584,0.5187,0.5712,1421960896.6
2021-07-22,0.5713,0.603,0.5606,0.5921,1163215158.8
2021-07-23,0.5921,0.61,0.5751,0.6092,931417526.8
2021-07-24,0.6092,0.6204,0.5995,0.6082,770284442.6
2021-07-25,0.6082,0.6119,0.5905,0.6064,650623529.8
2021-07-26,0.6063,0.6792,0.6043,0.6233,1906668973.4
2021-07-27,0.6233,0.6527,0.612,0.6448,1228547823.0
2021-07-28,0.6448,0.7549,0.6305,0.732,4356431300.0
2021-07-29,0.7322,0.7666,0.6971,0.7492,1966972078.0
2021-07-30,0.7491,0.7697,0.7117,0.752,2082904468.4
2021-07-31,0.752,0.7595,0.736,0.7464,1103131649.2
2021-08-01,0.7465,0.7783,0.7016,0.7242,1568200623.3
2021-08-02,0.7241,0.7739,0.7149,0.7381,1340924703.7
2021-08-03,0.7382,0.745,0.7006,0.7138,1208903247.8
2021-08-04,0.7138,0.7399,0.6946,0.7314,979758765.7
2021-08-05,0.7315,0.7395,0.7007,0.7335,1054688971.6
2021-08-06,0.7335,0.7538,0.7225,0.7475,935722151.5
2021-08-07,0.7475,0.82,0.7412,0.817,1887630795.4
2021-08-08,0.8169,0.8427,0.772,0.7796,1684108500.8
2021-08-09,0.7796,0.8291,0.7601,0.8178,1483273615.3
2021-08-10,0.8177,0.8632,0.8002,0.8519,1555877798.8
2021-08-11,0.852,1.0928,0.849,1.012,3660955252.3
2021-08-12,1.0119,1.047,0.9222,0.9667,3559945935.8
2021-08-13,0.9667,1.0982,0.9508,1.0909,2547206179.0
2021-08-14,1.0909,1.312,1.071,1.2805,4804108854.3
2021-08-15,1.2805,1.35,1.226,1.285,3904875908.2
2021-08-16,1.285,1.3323,1.1383,1.1861,2839780342.6
2021-08-17,1.1861,1.2249,1.0842,1.0984,2980122463.0
