1601337600000,0.8211,0.887,0.5685,0.6468,50149412.0
1601424000000,0.6464,0.68,0.58,0.6307,48792028.0
1601510400000,0.6291,0.676,0.5462,0.5617,38465476.0
1601596800000,0.5615,0.5783,0.4223,0.4675,63065124.0
1601683200000,0.4671,0.4888,0.4055,0.4148,56348819.0
1601769600000,0.4148,0.4167,0.3369,0.3601,61520794.0
1601856000000,0.3606,0.398,0.2983,0.3777,166784354.0
1601942400000,0.3777,0.39,0.277,0.2875,172612568.0
1602028800000,0.2879,0.288,0.2347,0.2529,199414872.0
1602115200000,0.253,0.291,0.2258,0.2838,179890592.0
1602201600000,0.2836,0.3097,0.261,0.2926,95297318.0
1602288000000,0.293,0.3066,0.2562,0.2647,59412323.0
1602374400000,0.2644,0.2828,0.2459,0.2785,73984923.0
1602460800000,0.2785,0.2795,0.2516,0.2597,52809001.0
1602547200000,0.2597,0.2834,0.252,0.2744,51546999.0
1602633600000,0.2744,0.2944,0.2563,0.2733,63733667.0
1602720000000,0.2729,0.274,0.2546,0.2631,33567457.0
1602806400000,0.2631,0.266,0.2451,0.2514,24307168.0
1602892800000,0.2513,0.2588,0.2423,0.2545,17999464.0
1602979200000,0.2541,0.2607,0.2505,0.258,18292695.0
1603065600000,0.2581,0.265,0.2483,0.2619,19690750.0
1603152000000,0.2616,0.2619,0.2329,0.2366,21595574.0
1603238400000,0.2366,0.2519,0.2362,0.2415,20535160.0
1603324800000,0.2414,0.248,0.2322,0.236,19841910.0
1603411200000,0.2361,0.2363,0.2171,0.2225,20093919.0
1603497600000,0.2225,0.2348,0.2189,0.2264,21968284.0
1603584000000,0.2263,0.2327,0.2037,0.2096,30955402.0
1603670400000,0.2096,0.2249,0.1891,0.1959,41048910.0
1603756800000,0.1959,0.2001,0.1845,0.1911,31610079.0
1603843200000,0.1912,0.1965,0.1631,0.167,37477726.0
1603929600000,0.167,0.1711,0.1502,0.1516,33590002.0
1604016000000,0.1516,0.1638,0.1388,0.1566,75202111.0
1604102400000,0.1565,0.1631,0.1505,0.1517,36868661.0
1604188800000,0.1518,0.1536,0.1441,0.1491,25451514.0
1604275200000,0.1489,0.1583,0.1442,0.1484,44291347.0
1604361600000,0.1482,0.1484,0.1331,0.1356,40922738.0
1604448000000,0.1356,0.1363,0.1207,0.1235,43241736.0
1604534400000,0.1238,0.1362,0.1212,0.1292,52820973.0
1604620800000,0.1292,0.1691,0.1284,0.1552,98298560.0
1604707200000,0.1552,0.1702,0.1344,0.1416,138738585.0
1604793600000,0.1416,0.1559,0.1383,0.151,47672444.0
1604880000000,0.1511,0.1546,0.1426,0.1494,46514597.0
1604966400000,0.1494,0.1712,0.1464,0.1679,40448554.0
1605052800000,0.1679,0.178,0.1552,0.1569,37470757.0
