1601251200000,1.56,1.989,1.56,1.6511,10469001.0
1601337600000,1.648,1.7241,1.4828,1.6369,2632654.0
1601424000000,1.635,1.6372,1.5096,1.5703,1289511.0
1601510400000,1.5741,1.7446,1.4689,1.5409,1875898.0
1601596800000,1.5394,1.5394,1.45,1.5192,1083092.0
1601683200000,1.5165,1.5922,1.44,1.4527,841397.0
1601769600000,1.4521,1.4647,1.3216,1.3588,987659.0
1601856000000,1.3569,1.3817,1.2125,1.2382,1583095.0
1601942400000,1.2382,1.2706,0.9673,0.9771,3592712.0
1602028800000,0.9792,1.21,0.9657,1.1926,6712800.0
1602115200000,1.1929,1.2979,1.0664,1.2976,4604317.0
1602201600000,1.2964,1.3367,1.2514,1.2748,1860068.0
1602288000000,1.2737,1.51,1.2714,1.4625,2999045.0
1602374400000,1.4597,1.466,1.3255,1.369,2085558.0
1602460800000,1.3675,1.4256,1.3003,1.3591,1437330.0
1602547200000,1.3563,1.3706,1.2817,1.33,1263860.0
1602633600000,1.3296,1.3519,1.2619,1.3374,986931.0
1602720000000,1.3342,1.3672,1.3092,1.3264,1571927.0
1602806400000,1.3267,1.3267,1.1479,1.1641,1250435.0
1602892800000,1.1621,1.211,1.1415,1.1779,605493.0
1602979200000,1.1783,1.2414,1.1745,1.2407,566204.0
1603065600000,1.2416,1.2454,1.1554,1.1612,526223.0
1603152000000,1.1615,1.1635,1.0658,1.08,908095.0
1603238400000,1.08,1.1492,1.08,1.1072,490268.0
1603324800000,1.1047,1.1677,1.0859,1.1328,648653.0
1603411200000,1.131,1.1386,1.0321,1.0608,918287.0
1603497600000,1.058,1.0718,1.0225,1.0385,717369.0
1603584000000,1.0384,1.065,0.9982,1.0459,1197241.0
1603670400000,1.0441,1.15,1.0261,1.0506,4477071.0
1603756800000,1.05,1.12,1.0424,1.0789,2278880.0
1603843200000,1.0791,1.0952,0.9663,0.985,1908300.0
1603929600000,0.9848,0.9953,0.8765,0.8828,1835420.0
1604016000000,0.8832,0.8978,0.8188,0.8358,1892588.0
1604102400000,0.835,0.849,0.8047,0.8348,2531201.0
1604188800000,0.8342,0.875,0.7835,0.799,2749335.0
1604275200000,0.799,0.8379,0.7701,0.7748,4238083.0
1604361600000,0.7745,0.7745,0.7202,0.7329,2372620.0
1604448000000,0.7341,0.7687,0.6857,0.7646,2225234.0
1604534400000,0.7634,0.9021,0.7612,0.886,8707155.0
1604620800000,0.8832,1.0604,0.8752,1.0579,5095864.0
1604707200000,1.0572,1.2433,0.9527,1.011,8008054.0
1604793600000,1.0106,1.2549,0.9766,1.1962,6293508.0
1604880000000,1.1952,1.2033,1.0469,1.0859,5022973.0
1604966400000,1.0862,1.1684,1.0695,1.1503,2128862.0
1605052800000,1.1502,1.2,1.051,1.0676,1348628.0
1605139200000,1.0697,1.0889,0.9918,1.0503,1154066.0
1605225600000,1.0494,1.1535,1.0433,1.1519,1283239.0
1605312000000,1.1534,1.22,1.0465,1.1568,1842411.0
1605398400000,1.1582,1.2974,1.1222,1.1695,3907551.0
1605484800000,1.1687,1.3266,1.1444,1.2664,2396945.0
1605571200000,1.269,1.48,1.2653,1.4314,6042284.0
1605657600000,1.4337,1.5184,1.2774,1.4718,3806217.0
1605744000000,1.4723,1.71,1.4506,1.6505,6516371.0
1605830400000,1.65,1.8249,1.5789,1.7189,3966452.0
1605916800000,1.7189,1.945,1.6669,1.8331,3398724.0
1606003200000,1.8325,1.8453,1.5253,1.667,2934043.0
1606089600000,1.6706,1.922,1.6245,1.7792,6247269.0
