1598572800000,1012.0,1189.0,964.1,1018.8,72469.488
1598659200000,1017.5,1096.5,1015.0,1056.0,51097.047
1598745600000,1056.0,1120.0,1056.0,1085.2,49511.952
1598832000000,1085.0,1095.2,1050.4,1061.2,36092.462
1598918400000,1062.5,1125.8,1035.7,1080.7,48126.384
1599004800000,1081.1,1093.9,930.0,992.7,63481.975
1599091200000,993.1,1005.2,742.5,788.5,84816.53
1599177600000,788.4,853.5,743.9,833.3,72577.928
1599264000000,833.3,857.2,615.6,690.5,77342.905
1599350400000,691.8,800.4,623.2,773.4,71609.026
1599436800000,774.7,788.6,670.9,758.2,67038.494
1599523200000,758.2,769.3,685.9,716.0,56557.758
1599609600000,716.0,799.1,693.8,780.8,44378.724
1599696000000,780.8,837.3,779.9,805.2,65225.038
1599782400000,805.6,825.6,764.7,823.3,63569.778
1599868800000,823.3,891.4,806.2,888.7,64325.705
1599955200000,889.4,889.7,766.7,808.0,59410.489
1600041600000,808.2,837.0,772.1,814.3,55174.025
1600128000000,813.5,823.2,714.3,719.3,57182.013
1600214400000,718.7,728.0,675.9,708.5,59846.765
1600300800000,708.3,753.0,674.9,704.8,35735.719
1600387200000,704.4,725.1,665.0,684.8,19463.278
1600473600000,684.7,692.0,665.0,686.4,17871.663
1600560000000,686.0,696.2,625.5,642.2,16742.955
1600646400000,642.6,649.8,527.3,556.0,38330.82
1600732800000,556.2,586.5,541.8,578.5,19131.311
1600819200000,578.0,584.6,504.7,511.4,27858.071
1600905600000,511.4,591.0,502.1,589.5,26842.085
1600992000000,589.8,638.3,558.0,616.4,23234.688
1601078400000,616.5,644.0,605.5,641.6,19582.526
1601164800000,640.6,655.5,602.3,640.9,18298.345
1601251200000,641.0,654.1,602.6,612.1,17615.447
1601337600000,611.3,619.6,572.9,603.8,18271.231
1601424000000,604.4,606.2,568.2,597.0,13926.83
1601510400000,597.4,627.5,540.7,587.4,25745.061
1601596800000,586.8,593.2,509.1,546.0,32860.039
1601683200000,546.1,560.8,533.7,535.6,11797.975
1601769600000,535.1,540.0,508.9,530.5,17941.563
1601856000000,530.5,540.8,510.2,518.8,19204.32
1601942400000,518.9,520.7,447.1,451.4,27665.228
1602028800000,451.4,463.4,422.5,462.0,19519.025
1602115200000,462.3,510.0,423.7,501.9,28013.854
1602201600000,502.7,555.1,486.2,546.2,28325.453
1602288000000,545.4,573.0,528.0,534.6,21949.911
1602374400000,533.8,559.0,515.8,547.6,19382.76
1602460800000,547.6,584.4,534.0,564.8,23643.447
1602547200000,564.3,573.4,538.0,549.3,13856.546
1602633600000,549.4,558.4,510.9,526.4,15406.552
1602720000000,526.3,530.8,501.0,518.7,15503.605
1602806400000,518.4,520.8,487.7,492.4,14044.751
1602892800000,492.7,506.7,482.1,503.8,7849.168
1602979200000,503.4,527.0,500.9,526.1,5607.808
1603065600000,526.6,529.0,500.4,503.2,9511.26
1603152000000,502.8,503.3,456.8,462.4,15260.632
1603238400000,462.5,499.3,460.7,481.9,17279.501
1603324800000,481.6,521.5,481.2,512.0,11152.365
1603411200000,512.3,527.6,495.3,515.9,10093.699
1603497600000,516.0,529.1,508.0,519.6,8819.887
1603584000000,518.7,522.8,494.8,500.9,10690.207
1603670400000,500.8,512.3,462.6,481.7,16323.373
1603756800000,481.1,507.6,474.5,496.5,11902.091
1603843200000,496.1,503.0,448.8,462.9,15389.693
1603929600000,462.2,472.7,427.6,433.9,10625.038
1604016000000,433.9,438.9,402.8,428.5,18790.228
1604102400000,428.0,438.4,420.5,422.6,9901.432
1604188800000,422.0,433.2,412.7,430.0,6243.183
1604275200000,430.5,443.1,405.4,405.8,13278.587
1604361600000,405.7,406.4,379.0,391.2,16361.603
1604448000000,391.5,393.0,361.2,381.7,15096.79
1604534400000,381.7,417.5,367.5,407.4,21405.524
1604620800000,407.7,481.3,405.5,479.0,29745.025
1604707200000,478.5,563.3,456.2,483.2,83209.156
1604793600000,483.5,537.5,471.2,525.5,39119.374
1604880000000,525.6,542.2,489.2,516.2,35864.274
1604966400000,515.9,595.1,505.9,580.8,41649.003
1605052800000,581.0,597.9,539.3,541.7,28430.634
1605139200000,542.3,559.7,507.1,524.0,23362.656
1605225600000,523.7,589.0,521.0,587.2,30009.021
1605312000000,587.5,590.1,541.8,581.2,27608.169
1605398400000,581.9,618.7,556.2,582.9,36087.108
1605484800000,581.9,622.0,570.0,614.2,29446.771
1605571200000,614.4,681.3,612.7,676.2,36221.321
1605657600000,676.4,687.2,592.4,650.6,43937.427
1605744000000,651.2,688.2,620.1,670.1,30307.871
1605830400000,669.5,732.2,666.4,694.9,30872.181
1605916800000,695.4,741.2,673.8,723.8,32541.165
1606003200000,723.7,735.0,641.6,690.3,36417.178
1606089600000,690.1,733.9,672.5,729.8,29091.404
1606176000000,730.4,769.8,690.0,719.4,46070.566
1606262400000,719.4,738.2,642.0,664.2,36084.71
1606348800000,664.8,680.7,522.3,608.9,71429.171
1606435200000,609.5,632.5,569.0,601.4,26390.727
1606521600000,601.2,631.6,582.8,615.4,12955.92
1606608000000,615.3,639.7,600.8,638.8,11844.096
1606694400000,639.4,680.0,639.2,672.9,14978.576
1606780800000,673.6,705.9,622.7,643.4,22250.416
1606867200000,643.9,717.8,632.1,708.8,18936.688
1606953600000,708.3,726.1,697.2,724.6,15443.353
1607040000000,724.4,731.9,641.1,649.1,19881.041
1607126400000,647.7,694.2,639.3,693.8,14878.454
1607212800000,694.2,699.6,658.5,685.1,11527.437
1607299200000,685.6,701.9,674.4,689.5,9224.424
1607385600000,689.6,697.2,622.0,633.6,17578.813
1607472000000,633.0,658.0,595.4,649.7,19383.059
1607558400000,649.8,653.0,607.8,618.3,13218.985
1607644800000,618.9,622.1,574.2,589.5,13834.993
1607731200000,589.7,627.0,589.0,619.7,8775.671
